id,name,age,income,is_active,signup_date,tier
6422,Hunter,35,72553.62,True,2020-05-19,free
6423,Cynthia,48,65203.54,True,2020-02-07,bronze
6424,Todd,54,72975.98,True,2023-02-28,bronze
6425,Melanie,47,46860.08,False,2019-11-28,silver
6426,Colleen,59,76673.13,False,2025-03-14,bronze
6427,Walter,50,52045.82,True,2021-03-07,bronze
6428,Michelle,27,37910.86,False,2023-12-04,bronze
6429,Brittney,54,87452.72,True,2019-07-21,free
6430,Reginald,29,72439.5,True,2024-11-18,silver
6431,James,47,88803.7,False,2024-04-12,bronze
6432,Robert,44,59705.18,True,2021-07-04,free
6433,Beverly,56,74837.12,False,2023-07-22,free
6434,Angela,26,78612.37,True,2022-03-18,free
6435,Melissa,38,54805.6,False,2021-06-11,free
6436,Sherri,29,35910.02,True,2021-01-08,bronze
6437,Luke,46,66211.88,False,2023-11-28,free
6438,Brandon,50,64266.05,True,2024-11-12,free
6439,Kevin,60,64908.53,True,2023-12-14,free
6440,Tammy,32,60011.81,False,2023-02-04,silver
6441,Samantha,19,52258.63,True,2022-02-17,gold
6442,Alexandria,56,,True,2020-07-06,gold
6443,Wendy,61,70353.04,True,2023-11-05,silver
6444,Amy,35,13510.71,True,2022-03-21,bronze
6445,Eric,20,34422.13,True,2021-08-01,silver
6446,Mary,24,32246.68,True,2025-04-04,bronze
6447,Emily,60,29776.32,False,2024-05-04,free
6448,James,35,,True,2023-06-22,free
6449,Connie,61,68404.95,False,2024-04-19,free
6450,Yesenia,55,67873.37,False,2020-03-09,bronze
6451,Christopher,54,41720.8,True,2023-02-17,silver
6452,Bernard,50,34318.0,True,2022-12-07,free
6453,Cindy,61,,False,2020-04-01,free
6454,Ricardo,48,67689.5,True,2022-02-24,free
6455,John,28,68686.23,True,2022-03-14,free
6456,Andrea,21,38710.51,False,2024-10-30,silver
6457,Kimberly,35,72418.11,True,2021-04-02,free
6458,Kathryn,21,62709.93,False,2019-11-07,bronze
6459,Wesley,51,45056.92,True,2024-08-02,free
6460,Steven,46,50597.86,True,2025-04-06,gold
6461,Nathan,41,46632.94,True,2024-10-23,gold
6462,Kathryn,39,47812.3,True,2020-05-21,free
6463,Raymond,19,76450.68,True,2022-05-20,gold
6464,Jessica,61,67812.95,True,2021-03-28,gold
6465,Melissa,23,43370.75,True,2022-09-11,bronze
6466,Ronnie,59,53222.29,False,2020-12-20,free
6467,Paul,42,69018.38,True,2023-11-13,free
6468,Sheila,38,29606.77,False,2020-05-06,bronze
6469,Greg,33,68983.35,True,2019-11-30,silver
6470,Mitchell,48,,False,2021-06-07,free
6471,Kevin,31,64727.39,False,2019-08-01,bronze
6472,Leslie,56,57248.85,False,2022-11-28,free
6473,Maria,45,37204.22,True,2024-04-16,silver
6474,Christina,49,,True,2019-08-12,bronze
6475,Alisha,45,52351.62,True,2023-03-16,bronze
6476,Jamie,26,67382.28,True,2024-07-20,free
6477,Tyler,62,57568.07,True,2019-07-04,bronze
6478,Tanner,39,,False,2021-04-24,bronze
6479,Brianna,49,65535.24,False,2019-11-14,silver
6480,Mary,22,48036.91,False,2019-10-03,silver
6481,Travis,40,78873.14,True,2019-11-28,free
6482,Michael,22,,True,2024-06-23,silver
6483,Stacy,59,36323.07,False,2020-04-12,silver
6484,Joseph,49,45111.7,True,2025-03-01,silver
6485,Tina,27,52632.34,True,2020-02-21,bronze
6486,Kristina,56,86490.1,True,2023-03-11,silver
6487,Nicole,32,71101.59,True,2023-03-10,bronze
6488,Steve,24,44540.69,False,2020-03-17,free
6489,Sharon,46,,True,2024-08-21,silver
6490,Sherry,64,71791.32,True,2021-10-22,free
6491,Jennifer,20,,True,2020-03-27,free
6492,James,36,55534.73,False,2022-05-02,free
6493,Lisa,27,52239.74,True,2023-12-08,gold
6494,Angela,45,47396.73,True,2019-11-18,free
6495,Ian,46,79549.78,True,2024-06-09,bronze
6496,Debbie,32,58088.58,False,2020-04-17,bronze
6497,Fernando,52,73941.43,False,2020-02-13,free
6498,Bradley,23,,True,2020-08-15,free
6499,Deborah,29,54612.11,True,2020-07-30,free
6500,Annette,64,51041.31,True,2022-09-13,free
6501,James,55,60272.75,False,2020-05-23,free
6502,Rachel,30,48315.91,True,2019-09-07,silver
6503,Walter,46,59542.92,False,2020-07-24,free
6504,Cameron,36,51450.86,False,2022-03-06,gold
6505,Eric,20,39834.11,True,2024-02-09,bronze
6506,Chad,25,54623.72,False,2024-07-24,free
6507,Heather,25,,True,2024-10-05,free
6508,Gail,37,80338.72,False,2022-09-23,silver
6509,Gabrielle,64,,True,2023-11-04,free
6510,Maria,21,53034.44,True,2020-06-08,free
6511,Beth,38,33468.38,True,2020-07-16,silver
6512,Kevin,20,60216.33,True,2023-10-12,bronze
6513,Rodney,62,63410.41,True,2021-04-26,silver
6514,Ariana,25,66275.82,True,2020-03-24,gold
6515,Patricia,40,48399.32,False,2020-06-05,bronze
6516,Erin,33,63150.79,True,2024-06-12,free
6517,Ryan,30,88659.53,False,2024-01-05,free
6518,Kristi,20,52203.02,True,2021-07-12,gold
6519,Robert,65,75525.23,True,2024-02-20,gold
6520,Rick,26,59787.66,True,2021-06-22,free
6521,Edward,31,57874.59,True,2021-10-16,gold
6522,David,30,61954.67,True,2023-04-20,bronze
6523,George,24,51953.69,True,2020-12-22,free
6524,John,32,62113.77,True,2020-07-30,free
6525,Jerry,24,74485.99,True,2025-04-23,free
6526,Amber,55,73538.14,True,2021-08-31,free
6527,Jason,51,77240.7,True,2022-08-30,silver
6528,Scott,58,50645.01,True,2023-02-26,silver
6529,Ricky,39,60866.27,True,2024-12-20,free
6530,Katie,41,92656.37,False,2025-04-13,free
6531,Richard,54,45405.81,True,2020-03-11,silver
6532,Martha,61,58329.94,True,2025-02-14,bronze
6533,Carlos,18,41821.39,True,2022-11-12,free
6534,Amy,27,,True,2022-07-16,free
6535,Jacob,60,75626.96,True,2025-04-15,free
6536,Elizabeth,33,,False,2022-04-13,gold
6537,John,63,45021.04,True,2022-08-15,free
6538,Todd,25,47598.35,True,2023-04-28,bronze
6539,Jessica,42,83706.32,True,2024-07-21,free
6540,Sheila,29,14558.45,True,2021-12-23,gold
6541,Richard,42,50414.32,True,2019-09-12,bronze
6542,Brenda,34,74567.37,False,2022-02-12,gold
6543,Thomas,43,34470.09,True,2024-10-12,free
6544,Lauren,63,44265.87,True,2021-12-08,bronze
6545,Emily,65,78887.6,False,2020-08-11,silver
6546,Kurt,31,30194.14,False,2023-08-10,gold
6547,Kathleen,58,29598.99,True,2022-12-25,free
6548,Destiny,53,72600.67,True,2021-05-14,free
6549,Carrie,40,,False,2019-05-14,gold
6550,Frank,60,,True,2022-12-17,free
6551,Christine,23,21141.71,False,2020-10-07,gold
6552,Jessica,64,81940.41,True,2023-06-29,silver
6553,Jacob,22,61184.76,True,2022-01-20,bronze
6554,Elizabeth,60,47882.99,False,2022-10-12,free
6555,Karina,42,,False,2022-11-26,bronze
6556,Mark,35,,False,2021-02-07,silver
6557,Ronald,30,66556.89,True,2021-06-20,silver
6558,Todd,60,81077.51,False,2019-06-21,free
6559,Caroline,31,50610.6,True,2024-12-08,silver
6560,Harold,45,52687.94,True,2025-01-07,gold
6561,Kimberly,35,72095.55,True,2020-05-11,bronze
6562,Jill,45,,True,2024-07-08,free
6563,Michael,44,72296.7,True,2022-01-08,silver
6564,Christina,49,,True,2020-02-11,free
6565,Eric,64,90574.18,True,2023-09-07,gold
6566,Anthony,26,89902.57,True,2024-10-17,bronze
6567,Margaret,57,48962.49,True,2022-09-04,silver
6568,David,49,60937.14,False,2021-12-30,free
6569,Leon,37,61841.56,True,2023-04-26,bronze
6570,Alexandra,45,57993.91,False,2024-09-16,bronze
6571,Erin,50,,False,2020-08-06,gold
6572,Craig,21,61572.17,True,2023-02-26,silver
6573,Briana,63,37793.5,False,2021-05-19,gold
6574,Patricia,51,83050.0,True,2024-10-24,gold
6575,Michael,65,84040.56,True,2021-03-19,silver
6576,Mary,20,80227.99,True,2023-03-16,free
6577,Alexander,43,81277.98,True,2021-09-25,free
6578,Martin,25,71134.37,True,2020-03-13,silver
6579,Michael,23,46364.21,True,2021-09-13,free
6580,Victoria,33,40293.86,True,2023-09-26,bronze
6581,Tammy,41,43881.73,True,2023-06-08,silver
6582,Robert,65,66780.38,True,2023-07-02,gold
6583,Brittany,56,39940.72,False,2024-04-15,bronze
6584,John,47,,True,2022-05-03,silver
6585,Victoria,62,68344.37,False,2024-09-29,bronze
6586,Rachel,30,,False,2021-08-13,free
6587,Eric,22,60556.1,True,2021-11-04,bronze
6588,Ashlee,42,99100.31,True,2025-01-15,bronze
6589,Jennifer,37,59523.89,True,2022-02-08,bronze
6590,Andrew,35,,True,2024-02-11,gold
6591,Bryan,64,77644.68,True,2023-08-13,silver
6592,William,35,73575.94,True,2019-05-20,free
6593,Misty,19,72523.98,True,2022-05-23,bronze
6594,Robert,27,64121.29,False,2019-08-28,bronze
6595,Ricky,62,64163.42,False,2025-04-27,silver
6596,Erica,64,,True,2023-03-06,bronze
6597,Timothy,29,,True,2024-09-29,bronze
6598,Michael,64,51112.07,False,2024-08-14,free
6599,Tina,30,73178.64,True,2022-09-14,silver
6600,Raymond,64,56481.6,True,2024-11-22,silver
6601,Caroline,28,106721.3,True,2021-08-23,free
6602,Zoe,36,47582.89,True,2021-02-08,silver
6603,Patricia,52,95494.88,True,2025-04-03,free
6604,Julia,56,58087.8,True,2022-08-15,bronze
6605,Deborah,43,70955.57,False,2025-02-28,bronze
6606,April,63,60260.52,False,2021-04-01,free
6607,Sharon,31,83785.94,False,2023-04-09,silver
6608,Michael,62,61958.23,True,2020-12-24,free
6609,Grant,61,64834.65,True,2021-12-31,silver
6610,Melissa,41,61548.35,False,2020-10-11,free
6611,Kevin,58,68491.05,True,2022-10-15,bronze
6612,Gina,18,46092.55,True,2019-09-26,gold
6613,Alexandra,60,26850.34,True,2022-02-11,free
6614,Kristen,39,66913.92,True,2020-05-09,silver
6615,Christine,40,91971.01,True,2025-03-14,silver
6616,Rachel,36,53833.61,False,2021-10-16,free
6617,Alex,35,71518.35,True,2024-02-17,gold
6618,Audrey,29,37791.82,True,2024-08-31,gold
6619,Ryan,45,51656.13,True,2020-10-08,silver
6620,Deborah,45,60724.87,True,2022-11-04,silver
6621,Joseph,50,59550.59,True,2021-03-17,free
6622,Robert,36,76759.24,False,2022-08-06,bronze
6623,Bradley,45,32749.3,False,2021-11-17,gold
6624,Sarah,54,57450.28,False,2022-04-22,free
6625,Kyle,43,50609.5,True,2020-01-06,bronze
6626,Kim,52,46334.19,True,2021-09-11,gold
6627,Mark,51,49032.21,True,2024-08-20,bronze
6628,Joseph,52,64088.36,False,2020-07-10,free
6629,Tina,57,62194.48,False,2022-04-21,gold
6630,Oscar,33,57050.08,True,2024-06-09,free
6631,Donald,55,39724.76,True,2020-07-21,free
6632,Teresa,30,55996.42,True,2025-01-09,silver
6633,Bradley,40,76904.42,True,2021-12-16,silver
6634,Ashley,39,35356.93,True,2020-10-31,bronze
6635,Melissa,33,49293.78,False,2020-01-10,free
6636,Michaela,45,42800.8,True,2021-11-11,silver
6637,Christina,65,43428.78,False,2023-03-18,bronze
6638,Jaime,52,56363.74,True,2023-05-01,free
6639,Richard,62,50396.67,True,2019-06-01,gold
6640,Gene,63,47147.35,True,2023-01-25,bronze
6641,Kevin,25,60287.34,False,2022-08-15,gold
6642,Christopher,61,36491.68,True,2025-04-11,free
6643,Christina,39,89940.87,False,2022-04-19,free
6644,Anthony,38,51497.24,False,2024-05-22,free
6645,Andrew,43,54372.19,False,2022-03-07,silver
6646,Clinton,57,54856.92,True,2023-12-15,gold
6647,Tyler,38,45459.41,True,2024-11-24,silver
6648,Christopher,42,78773.46,True,2024-05-21,bronze
6649,Christopher,58,63861.22,True,2023-06-01,bronze
6650,John,18,22403.99,True,2022-10-14,free
6651,Rachel,23,41429.7,True,2019-06-29,silver
6652,Hannah,40,50326.79,True,2019-06-26,silver
6653,Virginia,40,69509.47,True,2024-01-29,gold
6654,Debra,60,77863.26,True,2021-12-30,free
6655,Renee,60,57953.91,True,2023-02-01,bronze
6656,Jessica,40,83841.53,True,2019-08-23,gold
6657,Courtney,49,71604.69,False,2021-02-26,gold
6658,Amanda,47,92154.31,False,2022-07-25,free
6659,Rebekah,30,51603.01,True,2020-08-09,free
6660,Robert,60,53948.69,True,2023-04-16,free
6661,Michael,35,63206.27,True,2022-03-17,silver
6662,Patrick,40,48924.36,True,2021-03-21,silver
6663,Jonathan,32,71734.34,True,2022-08-20,silver
6664,Sara,50,,True,2023-10-29,free
6665,Fred,38,37801.04,True,2025-02-25,silver
6666,Katherine,56,59161.87,False,2020-09-17,free
6667,Ronald,40,82202.62,True,2021-12-06,gold
6668,Don,44,67381.83,False,2021-03-18,gold
6669,Samantha,62,72246.92,False,2025-02-14,free
6670,Martha,61,85015.31,True,2019-08-11,silver
6671,Brooke,35,66490.25,True,2024-06-12,free
6672,Scott,41,54814.24,True,2023-01-28,silver
6673,Kristen,64,81840.78,False,2024-08-05,free
6674,Sarah,57,74490.8,False,2023-04-15,free
6675,Desiree,59,48995.23,False,2022-11-08,free
6676,John,24,47257.61,True,2021-09-23,free
6677,Mark,65,59208.36,True,2024-03-12,silver
6678,Sandra,37,73484.29,True,2022-01-04,gold
6679,Scott,44,45412.93,True,2022-04-19,free
6680,Kevin,23,62017.82,True,2024-06-19,gold
6681,Jennifer,44,73585.93,False,2019-07-08,silver
6682,Brandon,26,56299.28,True,2020-10-31,silver
6683,Jorge,62,64227.15,True,2023-12-16,gold
6684,Aaron,48,67349.47,True,2024-05-16,free
6685,Jeffrey,38,71294.61,True,2023-03-02,gold
6686,Bernard,43,61196.46,False,2024-02-28,free
6687,Dominique,57,58132.38,False,2021-10-07,bronze
6688,Cory,65,75249.1,False,2022-08-17,bronze
6689,Marie,62,21516.24,False,2020-06-30,silver
6690,Brian,30,72909.37,True,2020-01-11,free
6691,Antonio,40,,True,2022-03-28,gold
6692,Bruce,37,82851.29,False,2020-11-05,free
6693,Ryan,54,68624.26,True,2024-02-28,silver
6694,Tiffany,45,44442.02,False,2025-04-29,free
6695,Stephanie,34,61537.16,True,2021-05-10,gold
6696,Erika,45,45306.31,True,2024-11-09,free
6697,Kyle,58,,False,2020-12-16,silver
6698,Tamara,19,23081.63,True,2023-01-08,silver
6699,Shane,42,35974.91,True,2022-05-24,gold
6700,Jeremy,58,41991.98,False,2020-07-20,gold
6701,Amanda,23,,True,2019-09-03,gold
6702,Natasha,28,55124.56,True,2023-05-04,silver
6703,Hannah,55,53715.0,True,2022-01-27,bronze
6704,Hunter,23,,True,2019-08-07,free
6705,Alex,62,,True,2024-05-20,silver
6706,Christopher,28,,True,2020-10-05,silver
6707,Pam,31,63910.19,False,2021-01-08,gold
6708,Brenda,19,46027.88,True,2023-01-26,free
6709,Ronald,57,35211.68,True,2019-08-08,free
6710,Brooke,20,70588.59,False,2022-08-19,bronze
6711,Samantha,52,68540.11,True,2023-02-19,silver
6712,Scott,50,28167.95,False,2021-04-07,silver
6713,Benjamin,41,53565.43,True,2024-10-02,free
6714,Ryan,36,50787.67,False,2022-02-22,bronze
6715,Laura,35,87242.4,True,2023-07-26,free
6716,Eric,41,31662.19,False,2022-06-10,bronze
6717,Maria,62,53250.48,False,2021-06-30,gold
6718,Virginia,52,71400.65,True,2024-02-23,gold
6719,Johnny,18,58205.09,True,2020-10-27,bronze
6720,James,53,76058.15,True,2024-06-20,free
6721,Alison,42,30258.12,True,2022-01-14,bronze
6722,Todd,62,,True,2023-05-24,silver
6723,Maria,60,55274.42,False,2019-06-28,free
6724,Lisa,51,67329.49,True,2020-03-02,free
6725,Monique,42,,True,2023-07-24,free
6726,Sharon,33,69176.47,True,2022-07-21,free
6727,Curtis,51,54947.81,True,2021-06-15,silver
6728,Douglas,46,40356.57,True,2023-03-06,free
6729,Maria,36,68284.3,False,2023-09-05,silver
6730,Heather,40,37044.5,True,2022-09-04,bronze
6731,Suzanne,36,45471.26,True,2020-09-17,silver
6732,Karen,42,39473.12,True,2019-05-02,bronze
6733,Candice,33,,False,2021-10-17,bronze
6734,Sharon,26,58795.11,True,2022-10-14,gold
6735,Sharon,18,42929.57,False,2022-01-14,silver
6736,Sara,59,48094.91,False,2021-09-13,free
6737,Timothy,36,54719.18,False,2023-01-04,bronze
6738,Kyle,50,69505.99,False,2023-01-29,free
6739,Sonya,51,60421.77,True,2021-08-22,bronze
6740,Kelly,33,64275.62,True,2022-03-25,silver
6741,Evan,61,66491.68,True,2020-08-08,free
6742,Nicholas,57,59678.09,False,2023-07-27,free
6743,Cameron,35,63198.69,True,2021-01-08,free
6744,Paul,51,57862.95,False,2022-07-09,silver
6745,Grace,42,82104.75,False,2021-04-06,free
6746,Richard,62,,False,2024-06-01,silver
6747,Michael,23,87512.37,True,2023-03-25,free
6748,Michael,38,79022.22,True,2023-09-18,silver
6749,Douglas,23,57020.75,False,2025-02-27,free
6750,Pamela,49,57048.63,True,2023-04-30,free
6751,Laura,58,35133.42,True,2024-10-14,silver
6752,Christopher,65,43351.73,True,2019-12-10,gold
6753,Lisa,60,75146.98,True,2020-08-03,silver
6754,Jose,56,74419.42,True,2021-09-03,bronze
6755,Nicholas,48,,True,2020-03-29,free
6756,Joseph,59,79729.72,True,2022-04-10,bronze
6757,Lydia,27,77767.58,True,2025-01-03,gold
6758,Natalie,47,76768.37,False,2020-10-15,silver
6759,Paul,35,67684.15,False,2022-12-30,free
6760,Thomas,41,67619.36,False,2020-07-25,gold
6761,Thomas,26,57221.78,False,2023-05-09,free
6762,Emily,48,50505.35,True,2023-06-11,gold
6763,Leah,32,77033.48,True,2025-02-21,silver
6764,Robert,21,56068.65,False,2025-01-14,silver
6765,Matthew,57,2371.11,True,2019-08-03,bronze
6766,Nichole,26,69306.63,True,2022-08-05,gold
6767,Krystal,62,44195.58,False,2022-03-25,gold
6768,Amy,26,62279.7,True,2022-05-18,free
6769,Michelle,43,84894.1,True,2021-09-29,silver
6770,Sara,21,91534.18,False,2019-09-19,free
6771,Deanna,34,70404.77,False,2023-03-03,free
6772,Lauren,33,79732.95,True,2020-10-02,gold
6773,Seth,32,71173.67,True,2022-11-09,free
6774,Jill,52,72068.86,True,2022-03-07,bronze
6775,Randy,22,73790.2,True,2020-01-31,bronze
6776,Jose,22,,False,2023-01-28,bronze
6777,Peter,37,40793.54,False,2024-08-11,silver
6778,Karen,32,75201.62,True,2023-05-02,bronze
6779,Daniel,35,64594.63,True,2023-04-06,gold
6780,Gregory,64,62387.54,True,2023-11-30,gold
6781,Charles,19,52881.86,True,2021-05-26,silver
6782,Megan,46,54628.38,True,2020-03-25,bronze
6783,Richard,30,78850.5,True,2021-05-18,free
6784,Brian,21,47267.36,True,2022-05-19,silver
6785,Tracy,59,60200.7,False,2025-03-12,silver
6786,Emily,62,48176.74,True,2019-12-24,bronze
6787,Kelsey,27,,False,2025-04-03,gold
6788,Marc,48,61605.4,False,2020-08-10,free
6789,Donna,58,71114.38,True,2021-05-01,gold
6790,Ronald,25,,True,2019-07-06,silver
6791,Lindsey,20,49344.9,True,2024-05-26,free
6792,Joseph,65,42241.89,True,2020-02-01,bronze
6793,Ariana,63,61996.91,True,2024-05-02,free
6794,Jessica,26,52708.58,False,2023-06-29,gold
6795,Charles,47,28166.79,False,2021-09-07,silver
6796,Adam,28,54690.8,True,2025-03-15,silver
6797,Charles,52,,False,2019-06-27,gold
6798,Robert,54,77385.66,True,2019-11-30,gold
6799,Barbara,59,,True,2025-04-23,gold
6800,Teresa,30,45095.35,True,2021-08-13,free
6801,Tyler,53,,False,2024-02-23,free
6802,Kayla,30,50286.11,True,2021-10-05,silver
6803,Mark,29,74593.2,True,2019-10-24,free
6804,Johnathan,54,74068.68,True,2023-05-12,free
6805,Bobby,27,60043.3,False,2022-04-10,free
6806,Krystal,26,76773.36,True,2023-04-25,free
6807,Christine,24,69104.67,True,2024-06-17,silver
6808,David,19,52767.52,False,2020-05-06,free
6809,Angela,40,54824.46,False,2020-12-28,bronze
6810,Jeremy,56,40974.19,False,2020-11-29,free
6811,Roberto,57,,False,2020-10-16,silver
6812,Ernest,56,50858.79,False,2022-10-12,gold
6813,Donna,38,44959.05,False,2021-05-17,silver
6814,Sarah,40,48954.38,True,2021-05-20,free
6815,John,46,82416.23,True,2022-05-18,free
6816,Frank,31,53055.68,True,2020-12-03,free
6817,Stephanie,43,83657.93,True,2022-04-05,bronze
6818,Alexander,22,60862.73,True,2022-06-16,gold
6819,Shawn,48,56566.2,True,2023-04-25,gold
6820,Timothy,42,67823.92,False,2022-10-07,gold
6821,Matthew,48,24237.4,True,2020-05-10,bronze
6822,Robert,37,91223.15,True,2022-05-23,bronze
6823,Andrew,61,74327.01,True,2024-02-17,free
6824,Katherine,34,63092.13,True,2020-08-12,free
6825,Audrey,62,72204.78,False,2020-12-13,gold
6826,Amanda,19,60819.57,False,2022-06-22,gold
6827,Jerry,42,50894.46,True,2021-03-02,free
6828,Rebekah,30,,True,2025-04-23,free
6829,Ashley,56,53674.69,True,2022-12-04,bronze
6830,Kirk,45,46519.64,True,2025-01-12,free
6831,Jennifer,59,54077.13,True,2024-06-09,free
6832,Beth,23,,True,2024-05-06,bronze
6833,Todd,20,65331.9,True,2019-08-15,bronze
6834,Jonathan,52,81157.09,True,2023-05-17,gold
6835,William,35,55360.49,True,2021-03-16,bronze
6836,Christopher,28,49405.6,True,2022-03-17,silver
6837,Patrick,37,41138.97,True,2022-09-27,bronze
6838,Rhonda,22,66633.25,False,2023-05-27,free
6839,Juan,36,81877.01,True,2021-09-27,bronze
6840,Richard,39,54136.4,True,2019-05-13,gold
6841,Mackenzie,36,,True,2019-05-26,free
6842,Deanna,64,,True,2022-01-23,silver
6843,Anthony,33,44046.63,True,2019-08-09,silver
6844,Joshua,41,,True,2023-01-28,silver
6845,Maria,58,58866.52,True,2024-01-05,bronze
6846,Jacqueline,21,65635.42,False,2020-10-15,free
6847,Wayne,32,,False,2020-05-18,gold
6848,Robin,42,22424.21,True,2024-10-27,free
6849,Terrance,61,59008.38,True,2020-09-25,bronze
6850,Katherine,52,54266.93,False,2022-11-26,silver
6851,Gloria,31,65844.92,True,2024-02-28,gold
6852,Alyssa,36,77141.66,True,2021-02-26,silver
6853,Robert,55,67395.53,True,2021-11-25,bronze
6854,Christina,53,50010.2,True,2025-04-06,silver
6855,Jessica,24,,True,2023-11-12,bronze
6856,Amanda,47,60677.21,True,2023-01-23,free
6857,Jennifer,36,,True,2025-02-10,free
6858,Michael,42,73230.7,True,2024-12-30,silver
6859,Michael,33,45053.73,True,2019-09-06,free
6860,Jacqueline,64,75905.72,True,2023-08-03,free
6861,Christina,57,73015.89,True,2020-02-08,free
6862,Kevin,25,61161.31,True,2020-09-14,free
6863,Jason,35,53299.87,True,2019-10-12,free
6864,Clayton,45,72220.73,False,2022-03-04,silver
6865,Sharon,33,74900.66,True,2023-04-21,bronze
6866,Rachel,36,,True,2024-12-18,free
6867,Brian,59,69088.91,True,2024-11-06,free
6868,Daniel,34,54951.01,False,2019-07-24,bronze
6869,Julie,62,51761.97,True,2023-02-11,silver
6870,Daniel,30,66487.45,True,2021-05-14,gold
6871,Tina,24,71836.19,True,2024-05-13,bronze
6872,Isabel,44,67780.35,True,2021-03-24,free
6873,Troy,27,57937.14,False,2021-08-08,silver
6874,Kimberly,51,42798.38,False,2023-10-30,silver
6875,Christopher,53,55354.84,True,2022-06-14,free
6876,Sarah,42,65589.73,False,2022-05-16,silver
6877,Cameron,23,92311.98,True,2022-05-25,gold
6878,Christopher,41,45412.54,True,2025-04-05,free
6879,Melissa,35,58267.33,True,2022-10-29,free
6880,Steven,40,57576.52,True,2023-01-10,free
6881,Angela,23,26389.35,False,2022-12-09,silver
6882,James,46,51147.67,False,2024-06-29,silver
6883,Amy,42,42091.91,True,2020-01-28,free
6884,Mitchell,34,53964.76,True,2022-11-01,free
6885,Danielle,63,,True,2023-07-31,gold
6886,Katrina,41,69835.79,False,2021-03-11,bronze
6887,Frank,28,62605.48,True,2022-08-05,bronze
6888,Jason,43,89246.95,True,2020-08-10,bronze
6889,David,51,81146.07,False,2021-06-21,free
6890,Jay,45,47953.77,True,2024-08-22,free
6891,Rodney,20,32594.72,False,2024-03-02,bronze
6892,Roy,28,25173.76,True,2019-06-08,bronze
6893,Sarah,55,46803.55,True,2021-03-20,bronze
6894,Peter,31,51488.44,False,2020-11-22,free
6895,Michael,43,83208.79,False,2025-03-09,free
6896,Christy,65,,False,2023-11-10,silver
6897,Nancy,38,73790.05,False,2019-10-06,gold
6898,Scott,56,52449.81,True,2021-11-08,gold
6899,Cathy,47,57169.86,False,2021-06-08,silver
6900,Gregory,25,53881.52,True,2025-03-30,silver
6901,Stephanie,37,93069.33,True,2021-04-26,bronze
6902,Wendy,65,,True,2024-11-22,free
6903,Sharon,49,48095.19,True,2021-04-09,silver
6904,Carly,39,68473.86,False,2022-05-19,free
6905,Christopher,24,45557.71,True,2023-06-04,gold
6906,Kayla,26,68367.26,True,2020-03-08,free
6907,Jill,62,64338.86,True,2022-09-16,free
6908,Anna,18,48878.96,True,2024-06-04,free
6909,Dennis,46,54838.76,True,2024-03-22,free
6910,Denise,25,47315.74,True,2020-03-25,free
6911,Abigail,21,75210.45,True,2022-12-10,free
6912,James,52,57786.82,False,2019-05-23,free
6913,Jared,20,56790.15,True,2020-05-19,bronze
6914,Pamela,62,72141.72,True,2020-08-24,bronze
6915,Donna,57,70128.08,True,2021-03-30,free
6916,Brianna,24,,True,2025-03-12,silver
6917,Andrew,44,75661.66,True,2023-07-19,free
6918,Matthew,18,57666.4,True,2022-09-05,bronze
6919,Robert,44,46613.16,False,2022-07-12,free
6920,Rodney,33,62222.62,True,2020-07-04,bronze
6921,Matthew,55,59465.09,True,2020-03-20,free
6922,Anthony,24,81546.41,True,2020-04-14,free
6923,Wendy,61,56046.13,True,2021-08-12,free
6924,Steven,40,83850.74,True,2022-09-04,silver
6925,Diane,58,41777.84,True,2022-09-02,bronze
6926,Jason,28,56458.35,True,2025-01-09,silver
6927,Willie,59,55266.29,False,2020-09-05,silver
6928,Ann,50,55179.93,True,2021-08-19,free
6929,Sharon,53,77061.15,False,2025-04-18,bronze
6930,Robin,54,53046.31,True,2023-11-26,free
6931,Nicholas,58,74874.6,False,2019-12-30,silver
6932,Kelly,34,58721.77,True,2024-10-23,free
6933,Brittany,52,58533.09,True,2022-09-24,gold
6934,Molly,65,39913.1,False,2019-07-12,gold
6935,Stephanie,22,78817.18,False,2022-11-27,free
6936,James,65,83003.56,False,2021-05-09,free
6937,Ashley,49,,False,2022-02-25,free
6938,Shaun,20,84239.97,True,2024-11-08,bronze
6939,Michael,64,38348.49,False,2023-04-15,silver
6940,Kevin,52,57473.7,True,2020-10-13,silver
6941,Michael,31,58482.55,True,2025-01-20,bronze
6942,Kimberly,65,55468.73,True,2021-09-05,gold
6943,Emily,48,76331.49,True,2021-10-05,gold
6944,Victor,48,71212.27,True,2020-04-18,silver
6945,Justin,34,34511.75,True,2022-11-23,free
6946,Samuel,41,,False,2022-01-12,silver
6947,Denise,40,,True,2021-06-25,silver
6948,Leah,35,70181.91,True,2024-07-29,bronze
6949,Rebecca,31,54763.0,True,2023-03-18,silver
6950,Richard,32,63296.7,True,2021-05-18,silver
6951,Jason,32,55733.55,False,2020-01-10,silver
6952,Heather,23,74667.31,True,2021-04-13,free
6953,Rhonda,44,,True,2022-01-27,bronze
6954,Erica,32,66006.16,True,2019-09-28,bronze
6955,Robert,53,77321.78,True,2022-10-22,gold
6956,Carlos,25,56320.01,False,2021-09-18,bronze
6957,Thomas,32,68279.3,False,2019-12-19,free
6958,Sheila,20,33644.69,True,2024-11-15,free
6959,Amy,64,45695.96,True,2020-08-11,bronze
